Customer_ID,Customer_Name,Customer_Segment,Product_Category,Sales_Amount_AED,Monthly_Visit_Frequency,Transaction_Date,Payment_Method,Store_Location,Country
LULU-10071,Khaled Malik,Standard,Home Appliances,2171.38,2,2024-01-07,Debit Card,Deira,United Arab Emirates
LULU-10165,Abdullah Al-Harbi,Premium,Home Appliances,2117.6679999999997,2,2024-02-27,Debit Card,Al Qusais,United Arab Emirates
LULU-10253,Youssef Al-Harbi,Loyalty,Home Appliances,2109.382,4,2024-03-04,Cash,Al Qusais,United Arab Emirates
LULU-10665,Mariam Ibrahim,Standard,Home Appliances,2068.1,2,2024-12-17,Lulu Pay,Deira,United Arab Emirates
LULU-10243,Mariam Al-Farsi,Standard,Home Appliances,2062.62,2,2024-05-02,Cash,Deira,United Arab Emirates
LULU-10288,Khaled Al-Farsi,Loyalty,Home Appliances,2017.0260000000003,4,2024-10-28,Lulu Pay,Deira,United Arab Emirates
LULU-10978,Mariam Abbas,Premium,Home Appliances,2003.386,2,2024-01-16,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10545,Abdullah Abbas,Loyalty,Home Appliances,1936.4730000000002,4,2024-05-03,Lulu Pay,Deira,United Arab Emirates
LULU-10649,Aisha Mansoor,Budget,Home Appliances,1870.93,1,2024-02-27,Cash,Al Qusais,United Arab Emirates
LULU-10305,Layla Malik,Budget,Home Appliances,1828.24,1,2024-10-02,Credit Card,Al Qusais,United Arab Emirates
LULU-10477,Layla Abbas,Budget,Home Appliances,1814.06,1,2024-09-09,Credit Card,Muwaileh,United Arab Emirates
LULU-10199,Omar Abbas,Loyalty,Home Appliances,1695.463,3,2024-09-24,Credit Card,Deira,United Arab Emirates
LULU-10118,Layla Al-Harbi,Loyalty,Home Appliances,1638.67,3,2024-11-14,Cash,Deira,United Arab Emirates
LULU-10249,Sara Mansoor,Loyalty,Home Appliances,1631.256,3,2024-08-17,Cash,Al Qusais,United Arab Emirates
LULU-10000,Noora Al-Harbi,Loyalty,Home Appliances,1626.5810000000001,4,2024-05-07,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10611,Zainab Al-Maktoum,Budget,Home Appliances,1625.33,1,2024-10-13,Cash,Jumeirah,United Arab Emirates
LULU-10255,Zainab Al-Harbi,Budget,Home Appliances,1601.94,1,2024-06-16,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10528,Abdullah Al-Farsi,Budget,Home Appliances,1552.71,2,2024-03-22,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10887,Noora Abbas,Premium,Home Appliances,1393.0839999999998,2,2024-09-12,Credit Card,Al Barsha,United Arab Emirates
LULU-10382,Mustafa Abbas,Loyalty,Home Appliances,1380.621,3,2024-09-23,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10053,Khaled Al-Harbi,Loyalty,Home Appliances,1369.071,3,2024-12-05,Credit Card,Muwaileh,United Arab Emirates
LULU-10640,Abdullah Al-Sayed,Loyalty,Home Appliances,1236.499,4,2024-04-28,Credit Card,Deira,United Arab Emirates
LULU-10276,Mohammed Al-Sayed,Standard,Home Appliances,1190.96,2,2024-11-02,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10140,Hamad Al-Maktoum,Loyalty,Home Appliances,1187.296,3,2024-10-10,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10107,Zainab Malik,Standard,Home Appliances,1176.6,2,2024-06-23,Cash,Muwaileh,United Arab Emirates
LULU-10319,Zainab Malik,Loyalty,Home Appliances,1108.47,3,2024-10-19,Credit Card,Jumeirah,United Arab Emirates
LULU-10557,Reem Al-Sayed,Loyalty,Home Appliances,1101.375,3,2024-09-09,Credit Card,Muwaileh,United Arab Emirates
LULU-10993,Layla Abbas,Budget,Home Appliances,1028.2,2,2024-09-25,Debit Card,Jumeirah,United Arab Emirates
LULU-10076,Aisha Malik,Standard,Home Appliances,959.69,1,2024-06-21,Debit Card,Jumeirah,United Arab Emirates
LULU-10890,Mariam Al-Sayed,Standard,Home Appliances,927.19,2,2024-06-21,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10970,Zainab Abbas,Loyalty,Home Appliances,882.5520000000001,3,2024-08-16,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10099,Mariam Malik,Standard,Home Appliances,809.6,2,2024-01-08,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10354,Sara Al-Sayed,Budget,Home Appliances,800.7,1,2024-11-02,Cash,Muwaileh,United Arab Emirates
LULU-10938,Reem Ibrahim,Premium,Apparel,1656.088,3,2024-09-02,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10683,Aisha Mansoor,Premium,Apparel,1634.906,2,2024-09-22,Cash,Al Barsha,United Arab Emirates
LULU-10435,Layla Al-Sayed,Premium,Apparel,1626.338,4,2024-10-06,Lulu Pay,Deira,United Arab Emirates
LULU-10229,Noora Mansoor,Premium,Apparel,1582.7979999999998,1,2024-01-17,Cash,Deira,United Arab Emirates
LULU-10374,Youssef Ibrahim,Premium,Apparel,1576.26,1,2024-01-08,Cash,Deira,United Arab Emirates
LULU-10304,Abdullah Al-Farsi,Premium,Apparel,1499.3999999999999,1,2024-08-10,Cash,Al Barsha,United Arab Emirates
LULU-10952,Layla Al-Rashid,Premium,Apparel,1464.0919999999999,2,2024-03-26,Cash,Muwaileh,United Arab Emirates
LULU-10908,Mariam Khan,Premium,Apparel,1445.3179999999998,4,2024-06-28,Credit Card,Muwaileh,United Arab Emirates
LULU-10974,Youssef Malik,Premium,Apparel,1407.504,1,2024-07-25,Credit Card,Al Qusais,United Arab Emirates
LULU-10658,Layla Abbas,Premium,Apparel,1395.94,4,2024-04-07,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10413,Noora Al-Farsi,Premium,Apparel,1377.936,4,2024-06-28,Credit Card,Al Qusais,United Arab Emirates
LULU-10047,Mustafa Abbas,Premium,Apparel,1341.886,4,2024-12-05,Cash,Muwaileh,United Arab Emirates
LULU-10598,Abdullah Malik,Loyalty,Apparel,1308.571,4,2024-12-03,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10612,Zainab Al-Rashid,Loyalty,Apparel,1301.025,3,2024-07-26,Cash,Al Qusais,United Arab Emirates
LULU-10875,Aisha Al-Maktoum,Premium,Apparel,1297.1839999999997,2,2024-02-12,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10265,Ahmed Malik,Loyalty,Apparel,1290.157,4,2024-05-20,Debit Card,Deira,United Arab Emirates
LULU-10824,Hamad Al-Harbi,Loyalty,Apparel,1232.9569999999999,3,2024-09-08,Credit Card,Jumeirah,United Arab Emirates
LULU-10016,Aisha Al-Sayed,Loyalty,Apparel,1213.2340000000002,5,2024-07-13,Cash,Jumeirah,United Arab Emirates
LULU-10440,Mariam Al-Sayed,Loyalty,Apparel,1203.8730000000003,3,2024-09-02,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10662,Zainab Khan,Budget,Apparel,1194.14,4,2024-09-01,Lulu Pay,Deira,United Arab Emirates
LULU-10925,Mariam Al-Harbi,Budget,Apparel,1191.21,1,2024-02-20,Credit Card,Muwaileh,United Arab Emirates
LULU-10795,Noora Al-Farsi,Budget,Apparel,1185.06,4,2024-05-22,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10393,Mustafa Al-Rashid,Budget,Apparel,1183.21,1,2024-11-15,Credit Card,Al Barsha,United Arab Emirates
LULU-10691,Hamad Al-Rashid,Loyalty,Apparel,1179.9810000000002,5,2024-11-27,Credit Card,Jumeirah,United Arab Emirates
LULU-10879,Ahmed Al-Maktoum,Loyalty,Apparel,1171.6870000000001,5,2024-03-04,Credit Card,Muwaileh,United Arab Emirates
LULU-10144,Zainab Khan,Budget,Apparel,1160.78,4,2024-05-22,Credit Card,Al Qusais,United Arab Emirates
LULU-10775,Mohammed Khan,Budget,Apparel,1131.54,3,2024-01-25,Lulu Pay,Deira,United Arab Emirates
LULU-10570,Youssef Al-Maktoum,Loyalty,Apparel,1119.7450000000001,6,2024-01-04,Lulu Pay,Deira,United Arab Emirates
LULU-10464,Mariam Ibrahim,Loyalty,Apparel,1115.7520000000002,6,2024-02-20,Credit Card,Al Barsha,United Arab Emirates
LULU-10916,Mariam Abbas,Standard,Apparel,1107.37,4,2024-11-17,Credit Card,Al Barsha,United Arab Emirates
LULU-10122,Ahmed Al-Sayed,Loyalty,Apparel,1082.103,3,2024-01-20,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10124,Ahmed Mansoor,Budget,Apparel,1070.6,1,2024-06-06,Cash,Deira,United Arab Emirates
LULU-10608,Zainab Al-Sayed,Standard,Apparel,1066.67,4,2024-07-03,Cash,Al Qusais,United Arab Emirates
LULU-10789,Ahmed Malik,Premium,Apparel,1064.896,2,2024-11-21,Cash,Jumeirah,United Arab Emirates
LULU-10767,Mustafa Ibrahim,Standard,Apparel,1056.07,1,2024-05-26,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10575,Hamad Al-Maktoum,Budget,Apparel,1055.31,3,2024-07-07,Cash,Al Barsha,United Arab Emirates
LULU-10517,Zainab Al-Farsi,Budget,Apparel,1051.7,3,2024-09-22,Credit Card,Jumeirah,United Arab Emirates
LULU-10846,Youssef Al-Sayed,Loyalty,Apparel,1039.247,3,2024-06-18,Lulu Pay,Deira,United Arab Emirates
LULU-10830,Sara Al-Harbi,Loyalty,Apparel,1038.6970000000001,3,2024-04-11,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10307,Layla Abbas,Budget,Apparel,1031.96,4,2024-01-14,Credit Card,Al Qusais,United Arab Emirates
LULU-10048,Mariam Khan,Premium,Apparel,1004.7379999999998,3,2024-08-20,Credit Card,Al Qusais,United Arab Emirates
LULU-10560,Youssef Al-Harbi,Budget,Apparel,992.95,2,2024-06-03,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10884,Mohammed Al-Rashid,Premium,Apparel,991.2699999999999,2,2024-01-25,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10423,Abdullah Al-Sayed,Standard,Apparel,978.38,3,2024-03-13,Cash,Muwaileh,United Arab Emirates
LULU-10882,Khaled Ibrahim,Loyalty,Apparel,965.855,4,2024-06-15,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10424,Sara Mansoor,Loyalty,Apparel,944.7900000000001,3,2024-10-23,Cash,Al Barsha,United Arab Emirates
LULU-10402,Mustafa Khan,Standard,Apparel,942.35,2,2024-07-26,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10322,Khaled Al-Harbi,Loyalty,Apparel,923.78,6,2024-05-24,Credit Card,Muwaileh,United Arab Emirates
LULU-10258,Ahmed Ibrahim,Standard,Apparel,910.56,2,2024-07-13,Credit Card,Jumeirah,United Arab Emirates
LULU-10444,Ahmed Abbas,Loyalty,Apparel,907.4560000000001,3,2024-01-15,Debit Card,Muwaileh,United Arab Emirates
LULU-10785,Zainab Mansoor,Budget,Apparel,898.3,4,2024-11-18,Cash,Deira,United Arab Emirates
LULU-10924,Layla Al-Sayed,Loyalty,Apparel,891.187,5,2024-06-26,Cash,Deira,United Arab Emirates
LULU-10227,Layla Abbas,Budget,Apparel,890.65,4,2024-12-15,Lulu Pay,Deira,United Arab Emirates
LULU-10807,Sara Khan,Budget,Apparel,889.55,2,2024-08-03,Credit Card,Muwaileh,United Arab Emirates
LULU-10680,Layla Mansoor,Standard,Apparel,886.83,2,2024-12-11,Debit Card,Jumeirah,United Arab Emirates
LULU-10486,Reem Malik,Loyalty,Apparel,882.5960000000001,3,2024-05-25,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10285,Fatima Malik,Premium,Apparel,877.9399999999999,4,2024-07-21,Cash,Deira,United Arab Emirates
LULU-10999,Mariam Al-Sayed,Loyalty,Apparel,870.6170000000001,5,2024-07-21,Debit Card,Muwaileh,United Arab Emirates
LULU-10081,Zainab Al-Sayed,Loyalty,Apparel,861.212,6,2024-03-06,Debit Card,Jumeirah,United Arab Emirates
LULU-10462,Hamad Khan,Loyalty,Apparel,836.7700000000001,5,2024-08-19,Cash,Deira,United Arab Emirates
LULU-10286,Sara Al-Sayed,Standard,Apparel,834.3,3,2024-09-20,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10847,Mohammed Al-Harbi,Premium,Apparel,823.228,3,2024-12-26,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10781,Mariam Al-Rashid,Budget,Apparel,809.99,1,2024-02-01,Debit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10306,Layla Al-Farsi,Budget,Apparel,795.73,2,2024-09-16,Lulu Pay,Deira,United Arab Emirates
LULU-10211,Hamad Khan,Budget,Apparel,792.87,3,2024-07-11,Lulu Pay,Deira,United Arab Emirates
LULU-10690,Layla Mansoor,Loyalty,Apparel,789.019,5,2024-11-27,Cash,Al Barsha,United Arab Emirates
LULU-10967,Mariam Abbas,Standard,Apparel,788.17,1,2024-03-03,Cash,Jumeirah,United Arab Emirates
LULU-10489,Hamad Malik,Budget,Apparel,781.16,4,2024-08-18,Debit Card,Al Barsha,United Arab Emirates
LULU-10004,Khaled Mansoor,Premium,Apparel,772.226,4,2024-09-03,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10290,Reem Abbas,Loyalty,Apparel,756.613,3,2024-08-13,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10066,Layla Al-Rashid,Standard,Apparel,752.11,3,2024-05-05,Credit Card,Al Barsha,United Arab Emirates
LULU-10389,Omar Abbas,Standard,Apparel,737.67,3,2024-04-17,Credit Card,Jumeirah,United Arab Emirates
LULU-10531,Ahmed Khan,Budget,Apparel,722.86,1,2024-02-02,Cash,Muwaileh,United Arab Emirates
LULU-10010,Noora Mansoor,Standard,Apparel,719.83,1,2024-01-25,Debit Card,Al Barsha,United Arab Emirates
LULU-10168,Ahmed Abbas,Budget,Apparel,715.32,2,2024-09-13,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10702,Zainab Ibrahim,Budget,Apparel,699.57,2,2024-11-07,Credit Card,Jumeirah,United Arab Emirates
LULU-10314,Mohammed Mansoor,Budget,Apparel,693.13,4,2024-04-23,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10906,Abdullah Al-Sayed,Standard,Apparel,689.72,2,2024-02-25,Cash,Al Barsha,United Arab Emirates
LULU-10242,Youssef Ibrahim,Budget,Apparel,675.47,1,2024-10-08,Cash,Muwaileh,United Arab Emirates
LULU-10006,Mariam Ibrahim,Loyalty,Apparel,673.376,5,2024-12-08,Credit Card,Muwaileh,United Arab Emirates
LULU-10555,Noora Khan,Standard,Apparel,668.86,2,2024-01-10,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10880,Aisha Khan,Loyalty,Apparel,664.224,3,2024-04-14,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10966,Sara Al-Maktoum,Budget,Apparel,659.56,1,2024-03-01,Cash,Jumeirah,United Arab Emirates
LULU-10250,Mustafa Abbas,Standard,Apparel,657.72,3,2024-06-01,Credit Card,Jumeirah,United Arab Emirates
LULU-10639,Layla Al-Farsi,Loyalty,Apparel,657.173,4,2024-11-17,Credit Card,Al Barsha,United Arab Emirates
LULU-10809,Aisha Al-Harbi,Budget,Apparel,656.39,3,2024-04-10,Credit Card,Al Qusais,United Arab Emirates
LULU-10212,Mustafa Abbas,Budget,Apparel,654.95,3,2024-09-28,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10104,Khaled Al-Farsi,Standard,Apparel,647.67,2,2024-03-09,Cash,Deira,United Arab Emirates
LULU-10989,Sara Khan,Budget,Apparel,639.69,4,2024-02-27,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10686,Aisha Abbas,Loyalty,Apparel,623.48,6,2024-07-25,Debit Card,Muwaileh,United Arab Emirates
LULU-10738,Mariam Mansoor,Loyalty,Apparel,619.5530000000001,3,2024-02-25,Lulu Pay,Deira,United Arab Emirates
LULU-10395,Noora Khan,Budget,Apparel,612.46,2,2024-02-13,Credit Card,Al Barsha,United Arab Emirates
LULU-10377,Ahmed Khan,Loyalty,Apparel,608.333,5,2024-04-18,Credit Card,Deira,United Arab Emirates
LULU-10501,Khaled Ibrahim,Standard,Apparel,606.12,1,2024-11-26,Debit Card,Deira,United Arab Emirates
LULU-10627,Reem Al-Rashid,Loyalty,Apparel,602.7890000000001,5,2024-06-10,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10182,Ahmed Al-Maktoum,Loyalty,Apparel,595.4520000000001,6,2024-11-05,Credit Card,Al Qusais,United Arab Emirates
LULU-10623,Youssef Mansoor,Standard,Apparel,590.14,4,2024-02-03,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10874,Sara Al-Rashid,Budget,Apparel,575.36,1,2024-03-28,Credit Card,Al Qusais,United Arab Emirates
LULU-10529,Omar Al-Harbi,Budget,Apparel,574.8,3,2024-03-11,Credit Card,Muwaileh,United Arab Emirates
LULU-10155,Ahmed Al-Farsi,Premium,Apparel,570.668,1,2024-11-08,Cash,Deira,United Arab Emirates
LULU-10387,Zainab Abbas,Loyalty,Apparel,557.436,4,2024-12-18,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10086,Fatima Mansoor,Budget,Apparel,546.74,1,2024-09-14,Credit Card,Jumeirah,United Arab Emirates
LULU-10877,Omar Al-Rashid,Premium,Apparel,533.526,1,2024-08-02,Credit Card,Al Barsha,United Arab Emirates
LULU-10280,Omar Khan,Loyalty,Apparel,518.7270000000001,6,2024-04-28,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10184,Youssef Al-Sayed,Budget,Apparel,515.2,2,2024-08-27,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10671,Noora Al-Sayed,Budget,Apparel,493.29,3,2024-01-17,Cash,Deira,United Arab Emirates
LULU-10569,Noora Mansoor,Loyalty,Apparel,486.51900000000006,6,2024-11-14,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10580,Sara Al-Harbi,Premium,Apparel,482.3419999999999,2,2024-03-28,Cash,Muwaileh,United Arab Emirates
LULU-10573,Sara Al-Maktoum,Loyalty,Apparel,481.052,4,2024-07-17,Cash,Al Qusais,United Arab Emirates
LULU-10496,Mohammed Abbas,Loyalty,Apparel,453.20000000000005,4,2024-04-01,Credit Card,Al Barsha,United Arab Emirates
LULU-10298,Mustafa Al-Maktoum,Loyalty,Apparel,443.00300000000004,3,2024-12-19,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10418,Reem Al-Maktoum,Loyalty,Apparel,436.029,3,2024-08-15,Cash,Deira,United Arab Emirates
LULU-10455,Fatima Al-Sayed,Loyalty,Apparel,429.12100000000004,5,2024-05-24,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10456,Ahmed Al-Maktoum,Budget,Apparel,416.51,3,2024-09-03,Lulu Pay,Jumeirah,United Arab Emirates
LULU-10484,Khaled Ibrahim,Budget,Apparel,412.99,4,2024-07-03,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10022,Khaled Ibrahim,Standard,Apparel,409.22,3,2024-02-03,Credit Card,Al Barsha,United Arab Emirates
LULU-10191,Hamad Al-Maktoum,Loyalty,Apparel,372.31700000000006,3,2024-06-04,Credit Card,Deira,United Arab Emirates
LULU-10206,Fatima Mansoor,Premium,Apparel,364.252,1,2024-12-25,Cash,Muwaileh,United Arab Emirates
LULU-10054,Mustafa Al-Harbi,Standard,Apparel,334.1,4,2024-10-26,Cash,Deira,United Arab Emirates
LULU-10559,Sara Al-Sayed,Budget,Apparel,328.21,4,2024-02-16,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10936,Ahmed Al-Farsi,Loyalty,Apparel,324.08200000000005,5,2024-09-02,Credit Card,Al Barsha,United Arab Emirates
LULU-10600,Hamad Al-Maktoum,Standard,Apparel,323.13,3,2024-08-12,Credit Card,Muwaileh,United Arab Emirates
LULU-10426,Aisha Al-Farsi,Loyalty,Apparel,314.688,6,2024-09-09,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10969,Fatima Al-Farsi,Budget,Apparel,289.09,2,2024-04-28,Lulu Pay,Deira,United Arab Emirates
LULU-10150,Omar Al-Harbi,Standard,Apparel,288.89,1,2024-02-23,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10437,Hamad Mansoor,Budget,Apparel,276.22,2,2024-07-21,Credit Card,Al Qusais,United Arab Emirates
LULU-10072,Layla Al-Farsi,Loyalty,Apparel,261.44800000000004,3,2024-12-22,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10291,Abdullah Mansoor,Budget,Apparel,260.64,1,2024-05-20,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10260,Fatima Khan,Loyalty,Apparel,243.08900000000003,3,2024-12-27,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10915,Mohammed Al-Farsi,Loyalty,Apparel,220.52800000000002,3,2024-01-24,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10913,Khaled Al-Rashid,Budget,Apparel,209.02,1,2024-04-07,Debit Card,Deira,United Arab Emirates
LULU-10432,Fatima Al-Sayed,Standard,Apparel,195.16,1,2024-09-17,Credit Card,Al Qusais,United Arab Emirates
LULU-10636,Zainab Al-Sayed,Standard,Apparel,187.73,2,2024-06-27,Credit Card,Al Barsha,United Arab Emirates
LULU-10181,Hamad Ibrahim,Standard,Apparel,187.19,3,2024-08-25,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10988,Sara Malik,Loyalty,Apparel,185.82300000000004,5,2024-04-04,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10197,Reem Mansoor,Standard,Apparel,182.87,1,2024-05-15,Cash,Dubai Silicon Oasis,United Arab Emirates
LULU-10701,Noora Al-Sayed,Loyalty,Apparel,181.55500000000004,3,2024-09-26,Credit Card,Jumeirah,United Arab Emirates
LULU-10694,Fatima Al-Farsi,Premium,Beauty & Personal Care,1637.2859999999998,1,2024-06-06,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10860,Mohammed Al-Sayed,Premium,Beauty & Personal Care,1604.1059999999998,3,2024-06-10,Debit Card,Deira,United Arab Emirates
LULU-10661,Noora Khan,Premium,Beauty & Personal Care,1478.624,2,2024-08-06,Lulu Pay,Deira,United Arab Emirates
LULU-10085,Hamad Ibrahim,Premium,Beauty & Personal Care,1404.9699999999998,3,2024-05-06,Debit Card,Jumeirah,United Arab Emirates
LULU-10711,Youssef Ibrahim,Loyalty,Beauty & Personal Care,1306.767,6,2024-03-26,Cash,Muwaileh,United Arab Emirates
LULU-10301,Fatima Malik,Loyalty,Beauty & Personal Care,1302.2900000000002,4,2024-12-13,Credit Card,Jumeirah,United Arab Emirates
LULU-10637,Sara Al-Rashid,Premium,Beauty & Personal Care,1284.808,4,2024-06-25,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10522,Aisha Ibrahim,Loyalty,Beauty & Personal Care,1273.646,6,2024-11-09,Cash,Muwaileh,United Arab Emirates
LULU-10408,Youssef Al-Farsi,Loyalty,Beauty & Personal Care,1270.852,5,2024-03-19,Credit Card,Al Qusais,United Arab Emirates
LULU-10399,Khaled Mansoor,Premium,Beauty & Personal Care,1255.002,2,2024-03-27,Debit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10855,Hamad Al-Sayed,Loyalty,Beauty & Personal Care,1214.741,5,2024-10-27,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10064,Ahmed Al-Harbi,Loyalty,Beauty & Personal Care,1207.448,4,2024-04-16,Credit Card,Jumeirah,United Arab Emirates
LULU-10571,Youssef Al-Rashid,Loyalty,Beauty & Personal Care,1202.4650000000001,4,2024-06-24,Credit Card,Muwaileh,United Arab Emirates
LULU-10421,Reem Ibrahim,Loyalty,Beauty & Personal Care,1199.5610000000001,6,2024-02-08,Credit Card,Jumeirah,United Arab Emirates
LULU-10175,Ahmed Khan,Budget,Beauty & Personal Care,1188.64,3,2024-04-04,Credit Card,Deira,United Arab Emirates
LULU-10540,Zainab Mansoor,Loyalty,Beauty & Personal Care,1168.277,4,2024-12-11,Credit Card,Al Barsha,United Arab Emirates
LULU-10299,Sara Mansoor,Loyalty,Beauty & Personal Care,1159.8840000000002,3,2024-12-09,Cash,Jumeirah,United Arab Emirates
LULU-10057,Aisha Abbas,Budget,Beauty & Personal Care,1141.46,4,2024-11-20,Cash,Al Qusais,United Arab Emirates
LULU-10108,Mustafa Mansoor,Loyalty,Beauty & Personal Care,1095.776,6,2024-07-09,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10962,Mohammed Khan,Loyalty,Beauty & Personal Care,1094.9180000000001,4,2024-05-09,Debit Card,Jumeirah,United Arab Emirates
LULU-10578,Hamad Al-Maktoum,Budget,Beauty & Personal Care,1084.38,1,2024-05-06,Cash,Al Barsha,United Arab Emirates
LULU-10210,Mohammed Khan,Premium,Beauty & Personal Care,1084.328,1,2024-07-09,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10842,Ahmed Malik,Standard,Beauty & Personal Care,1078.56,3,2024-10-17,Credit Card,Muwaileh,United Arab Emirates
LULU-10353,Noora Abbas,Budget,Beauty & Personal Care,1064.76,3,2024-09-03,Credit Card,Al Qusais,United Arab Emirates
LULU-10218,Omar Ibrahim,Premium,Beauty & Personal Care,1060.654,4,2024-10-21,Credit Card,Deira,United Arab Emirates
LULU-10873,Mohammed Malik,Loyalty,Beauty & Personal Care,1047.255,5,2024-02-02,Cash,Muwaileh,United Arab Emirates
LULU-10383,Youssef Mansoor,Standard,Beauty & Personal Care,1044.43,4,2024-03-13,Credit Card,Jumeirah,United Arab Emirates
LULU-10334,Aisha Abbas,Loyalty,Beauty & Personal Care,1035.991,5,2024-08-08,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10556,Ahmed Abbas,Budget,Beauty & Personal Care,1024.47,3,2024-07-22,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10615,Fatima Al-Rashid,Standard,Beauty & Personal Care,996.0,1,2024-06-26,Credit Card,Muwaileh,United Arab Emirates
LULU-10148,Youssef Al-Rashid,Standard,Beauty & Personal Care,968.75,1,2024-10-24,Debit Card,Al Barsha,United Arab Emirates
LULU-10365,Zainab Al-Farsi,Standard,Beauty & Personal Care,962.57,1,2024-03-26,Credit Card,Muwaileh,United Arab Emirates
LULU-10055,Zainab Al-Harbi,Loyalty,Beauty & Personal Care,915.4860000000001,4,2024-10-22,Lulu Pay,Al Qusais,United Arab Emirates
LULU-10453,Mustafa Malik,Standard,Beauty & Personal Care,904.25,3,2024-01-11,Lulu Pay,Dubai Silicon Oasis,United Arab Emirates
LULU-10316,Reem Al-Maktoum,Loyalty,Beauty & Personal Care,899.7890000000001,6,2024-11-15,Cash,Muwaileh,United Arab Emirates
LULU-10346,Abdullah Al-Maktoum,Standard,Beauty & Personal Care,895.75,4,2024-09-11,Debit Card,Deira,United Arab Emirates
LULU-10480,Mohammed Al-Sayed,Standard,Beauty & Personal Care,888.88,2,2024-02-23,Credit Card,Dubai Silicon Oasis,United Arab Emirates
LULU-10029,Ahmed Al-Farsi,Standard,Beauty & Personal Care,880.57,3,2024-12-16,Lulu Pay,Al Barsha,United Arab Emirates
LULU-10281,Layla Al-Maktoum,Premium,Beauty & Personal Care,871.1779999999999,1,2024-03-07,Cash,Muwaileh,United Arab Emirates
LULU-10008,Ahmed Al-Rashid,Premium,Beauty & Personal Care,871.136,2,2024-04-14,Lulu Pay,Muwaileh,United Arab Emirates
LULU-10682,Fatima Malik,Budget,Beauty & Personal Care,859.91,2,2024-11-28,Debit Card,Jumeirah,United Arab Emirates
LULU-10524,Fatima Malik,Loyalty,Beauty & Personal Care,829.598,3,2024-01-21,Credit Card,Jumeirah,United Arab Emirates
